XID,How Long do you stay here,Project name,Review
R391339,2 Years,Westroad Iconic,"Foundation just started,will have to confirm their delivery time."
R391339,2 Years,Westroad Iconic,ESSENTIAL SHOP & CONNECTIVISTY ARE AWESOME
R391339,2 Years,Westroad Iconic,Its near by CC2 & nice market place & all facilities are available.
R391339,3 years,Westroad Iconic,Location is good and affordable
R391339,2 Years,Westroad Iconic,Good place for leaving
R391339,1 year,Westroad Iconic,Good hospitality
R344889,2 Years,Gulshan Dynasty,"Its truly defines luxury living. The moment you enter the premises, you are greeted with an aura of elegance and sophistication. The interiors are meticulously crafted with high-end finishes, and the security measures ensure a safe and secure environment. The location is also perfect, with easy access to major hubs in Noida. A fantastic place to reside!"
R344889,2 Years,Gulshan Dynasty,I recently moved and it has been a transformative experience. The attention to detail in every aspect of the property is remarkable. The staff is incredibly courteous and always ready to assist. I couldn’t have asked for a better place to call home in Noida😍
R344889,2 Years,Gulshan Dynasty,One of the luxurious property in noida and might best one they are doing fantastic landscape. I have seen sample flat they are spacious. Its under construction property. And wonderful Egyptian sculpture at main gate of entrance lobby
R344889,2 Years,Gulshan Dynasty,This place looks awesome. I am not giving any review about their services or they are giving possession in time or not here I am just reviewing the beauty of this place. They have decorated everything so well but yeah the price of the flats are too high.
R344889,2 Years,Gulshan Dynasty,"One of the best Project in NCR
Luxury is defined pretty well
The architecture and Interiors are beautifully crafted.
zero commercial movements in front area is a very good part of the project plus the clubhouse and unique amenities.

overall it's a value-for-money project."
R344889,>3 Years,Gulshan Dynasty,"Beware before investing your hard money with Gulshan. More than 180 homeowners of Gulshan Ikebana are suffering financially because of the false promises done by builder.
There will be many such in other projects also.
Registries are pending even after making complete payments to the builder.
Be safe!"
R344889,>3 Years,Gulshan Dynasty,"Very impressed with what has been planned for this new community. From the various useful amenities to the low density complex, they are doing what others have not so far. Proof is always in the pudding, so looking forward to see how it all shapes up mid 2024."
R344889,>3 Years,Gulshan Dynasty,"New High end residence in Noida. 3 towers 34 floors, 2 flats to a floor, 3 side open with unhindered view. 6 odd acres land parcel. Very good construction quality
Sector 144, less than 5 minutes from metro station and expressway"
R344889,>3 Years,Gulshan Dynasty,Not a very promising offering. Far from sample just like other builders. Affordable luxury only. View is good.
R344889,>3 Years,Gulshan Dynasty,"As much as the project be glamorous and luxurious in its marketing. But their customer relations area is quite disappointing. You can’t just walk-in and explore their sample. First you need an appointment and if you just drop in randomly the much hospitable staff is going to shoo you off to take an appointment and come later.
I have been to many luxurious projects never have I ever been treated this way.
And for the record it’s not like they are the only project with 4-11 Cr price range. Mahagun manorial and mulberry mansions had much better hospitality.
9
"
R344889,>3 Years,Gulshan Dynasty,Gulshan Ikebana registry is pending from past 5 years. Builder just handover the property and run away with 70 crores of homebuyer money. Think 100 times before buying Gulshan properties. Don’t trust the word of employees or their Management who is only giving false assurance from many years.
